creator_id,market,language,category,followers,avg_views,engagement_rate,follower_growth_30d,videos_30d,campaign_participation_90d,response_rate,conversion_rate,last_active_days,views_per_follower,views_per_follower_pct,engagement_rate_pct,engagement_band,growth_rate_pct,growth_band,posting_frequency_score,recency_score,activity_score,campaign_participation_score,response_rate_pct,response_band,conversion_rate_pct,is_recently_inactive,is_high_engagement,is_high_growth,is_consistently_active,engagement_component,growth_component,activity_component,campaign_component,response_conversion_component,creator_growth_score,growth_score_band,priority_reason,is_high_growth_priority,is_growth_opportunity,needs_reactivation
creator_069,UK,English,Lifestyle,82993,316272,0.1299,0.1595,19,10,0.691,0.0598,6,3.810827419179931,381.0827419179931,12.989999999999998,Very High,15.95,High Growth,63.33333333333333,86.66666666666667,72.66666666666666,83.33333333333334,69.1,Medium,5.9799999999999995,False,True,True,True,85.64285714285714,74.14285714285715,72.66666666666666,83.33333333333334,68.52564102564101,78.11,Growth Potential,High engagement and strong recent growth,False,True,False
creator_070,France,French,Beauty,20096,85975,0.0828,0.125,18,4,0.6577,0.0164,5,4.278214570063694,427.8214570063694,8.28,High,12.5,High Growth,60.0,88.88888888888889,71.55555555555556,33.33333333333333,65.77,Medium,1.64,False,True,True,True,52.000000000000014,64.28571428571429,71.55555555555556,33.33333333333333,38.57051282051282,54.84,Developing,High engagement and strong recent growth,False,False,False
creator_071,France,French,Technology,215830,48003,0.0343,-0.0948,0,1,0.4854,0.0122,29,0.2224111569290645,22.241115692906455,3.4299999999999997,Medium,-9.48,Declining,0.0,35.55555555555555,14.22222222222222,8.333333333333332,48.54,Low,1.22,True,False,False,False,17.357142857142854,1.4857142857142887,14.22222222222222,8.333333333333332,24.833333333333332,12.16,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_072,France,French,Fitness,31918,59262,0.0609,0.0308,13,6,0.4971,0.0115,6,1.856695281659252,185.6695281659252,6.09,High,3.08,Growing,43.333333333333336,86.66666666666667,60.66666666666667,50.0,49.71,Low,1.15,False,True,False,True,36.35714285714286,37.371428571428574,60.66666666666667,50.0,25.13461538461538,42.4,Developing,Consistent activity with moderate growth,False,False,False
creator_073,Germany,German,Food,10119,8436,0.0509,-0.0591,1,0,0.7336,0.0113,37,0.8336792173139639,83.3679217313964,5.09,Medium,-5.91,Declining,3.3333333333333335,17.777777777777782,9.111111111111114,0.0,73.36,High,1.13,True,False,False,False,29.214285714285715,11.685714285714289,9.111111111111114,0.0,40.16666666666667,17.52,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_074,UK,English,Fitness,221660,113163,0.018,-0.0404,10,3,0.5127,0.0233,13,0.5105251285752955,51.05251285752955,1.7999999999999998,Low,-4.04,Declining,33.33333333333333,71.11111111111111,48.44444444444444,25.0,51.27,Medium,2.33,False,False,False,False,5.7142857142857135,17.028571428571432,48.44444444444444,25.0,33.69871794871795,22.78,Low Priority,Large audience but low engagement,False,False,False
creator_075,UK,English,Technology,354128,959334,0.0149,0.0773,13,5,0.6549,0.0091,0,2.70900352414946,270.900352414946,1.49,Low,7.73,Growing,43.333333333333336,100.0,66.0,41.66666666666667,65.49000000000001,Medium,0.91,False,False,False,True,3.5000000000000004,50.657142857142865,66.0,41.66666666666667,33.71153846153847,36.54,Low Priority,Large audience but low engagement,False,False,False
creator_076,UK,English,Beauty,121465,37624,0.0952,-0.0158,0,1,0.713,0.0087,43,0.3097517803482484,30.975178034824847,9.52,Very High,-1.58,Declining,0.0,4.444444444444439,1.777777777777776,8.333333333333332,71.3,High,0.8699999999999999,True,True,False,False,60.857142857142875,24.057142857142857,1.777777777777776,8.333333333333332,37.179487179487175,29.59,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_077,Poland,Polish,Fashion,120243,37568,0.0596,-0.0501,2,2,0.6105,0.0051,23,0.312433987841288,31.243398784128807,5.96,Medium,-5.01,Declining,6.666666666666667,48.88888888888889,23.555555555555557,16.666666666666664,61.05,Medium,0.51,True,False,False,False,35.42857142857143,14.25714285714286,23.555555555555557,16.666666666666664,28.301282051282055,24.23,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_078,Spain,Spanish,Food,9254,11602,0.1374,0.0922,17,4,0.7994,0.0562,6,1.2537281175707802,125.372811757078,13.74,Very High,9.22,Growing,56.666666666666664,86.66666666666667,68.66666666666667,33.33333333333333,79.94,High,5.62,False,True,False,True,91.0,54.91428571428572,68.66666666666667,33.33333333333333,73.16666666666666,67.08,Growth Potential,Consistent activity with moderate growth,False,True,False
creator_079,France,French,Food,18307,73454,0.1064,0.2352,14,5,0.6527,0.0368,6,4.0123450046430325,401.23450046430327,10.64,Very High,23.52,High Growth,46.666666666666664,86.66666666666667,62.66666666666667,41.66666666666667,65.27,Medium,3.68,False,True,True,True,68.85714285714286,95.77142857142857,62.66666666666667,41.66666666666667,51.326923076923066,68.52,Growth Potential,High engagement and strong recent growth,False,True,False
creator_080,UK,English,Technology,107937,71790,0.0562,0.0564,21,6,0.8914,0.0228,0,0.6651102031740738,66.51102031740737,5.62,Medium,5.64,Growing,70.0,100.0,82.0,50.0,89.14,Very High,2.28,False,False,False,True,33.0,44.68571428571429,82.0,50.0,57.65384615384615,50.74,Developing,Consistent activity with moderate growth,False,False,False
creator_081,Netherlands,Dutch,Beauty,14927,13870,0.087,0.2303,8,5,0.612,0.071,1,0.9291887184296912,92.91887184296912,8.7,High,23.03,High Growth,26.666666666666668,97.77777777777776,55.111111111111114,41.66666666666667,61.2,Medium,7.1,False,True,True,True,55.00000000000001,94.37142857142858,55.111111111111114,41.66666666666667,70.64102564102564,64.43,Growth Potential,High engagement and strong recent growth,False,True,False
creator_082,Spain,Spanish,Food,463176,1847855,0.0259,-0.012,9,10,0.49,0.0093,15,3.989530977425428,398.9530977425428,2.59,Low,-1.2,Declining,30.0,66.66666666666667,44.66666666666667,83.33333333333334,49.0,Low,0.93,True,False,False,False,11.357142857142856,25.142857142857146,44.66666666666667,83.33333333333334,23.269230769230766,33.45,Low Priority,Large audience but low engagement,False,False,False
creator_083,UK,English,Technology,94705,204954,0.1437,0.2495,12,9,0.9729,0.0644,1,2.1641307217147987,216.41307217147988,14.37,Very High,24.95,High Growth,40.0,97.77777777777776,63.111111111111114,75.0,97.29,Very High,6.4399999999999995,False,True,True,True,95.5,99.85714285714288,63.111111111111114,75.0,89.5448717948718,86.44,High Potential,High engagement and strong recent growth,True,False,False
creator_084,Italy,Italian,Beauty,175065,187394,0.0588,-0.0663,6,3,0.2728,0.0169,25,1.070425270613772,107.0425270613772,5.88,Medium,-6.63,Declining,20.0,44.44444444444444,29.77777777777778,25.0,27.28,Low,1.69,True,False,False,False,34.85714285714286,9.62857142857143,29.77777777777778,25.0,14.217948717948715,23.99,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_085,UK,English,Food,119142,264088,0.1006,0.1835,25,12,0.6972,0.045,4,2.2165818938745363,221.65818938745363,10.06,Very High,18.35,High Growth,83.33333333333334,91.11111111111111,86.44444444444446,100.0,69.72,Medium,4.5,False,True,True,True,64.71428571428572,81.0,86.44444444444446,100.0,59.43589743589743,77.9,Growth Potential,High engagement and strong recent growth,False,True,False
creator_086,Italy,Italian,Fitness,155801,168564,0.0523,-0.0818,8,2,0.6938,0.0104,20,1.0819186012926747,108.19186012926748,5.2299999999999995,Medium,-8.18,Declining,26.666666666666668,55.55555555555556,38.22222222222223,16.666666666666664,69.38,Medium,1.04,True,False,False,False,30.214285714285715,5.200000000000003,38.22222222222223,16.666666666666664,37.03846153846153,24.21,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_087,France,French,Fitness,353340,564609,0.0143,0.0181,9,6,0.7963,0.0088,12,1.5979198505688572,159.79198505688572,1.43,Low,1.81,Stable,30.0,73.33333333333334,47.33333333333334,50.0,79.63,High,0.88,False,False,False,False,3.0714285714285716,33.74285714285715,47.33333333333334,50.0,42.58333333333333,30.58,Low Priority,Large audience but low engagement,False,False,False
creator_088,France,French,Technology,20856,23773,0.0851,0.0645,21,3,0.7991,0.0138,12,1.1398638281549671,113.98638281549674,8.51,High,6.45,Growing,70.0,73.33333333333334,71.33333333333334,25.0,79.91,High,1.38,False,True,False,False,53.642857142857146,47.0,71.33333333333334,25.0,45.96794871794871,50.46,Developing,Moderate performance with room for growth,False,False,False
creator_089,Italy,Italian,Technology,196987,206591,0.0772,0.0581,10,6,0.4937,0.0273,0,1.0487544863366618,104.87544863366618,7.720000000000001,High,5.81,Growing,33.33333333333333,100.0,60.0,50.0,49.370000000000005,Low,2.73,False,True,False,True,48.00000000000001,45.17142857142858,60.0,50.0,35.044871794871796,48.7,Developing,Consistent activity with moderate growth,False,False,False
creator_090,France,French,Technology,42448,95107,0.04,0.0195,19,4,0.529,0.0105,8,2.240553147380324,224.0553147380324,4.0,Medium,1.95,Stable,63.33333333333333,82.22222222222221,70.88888888888889,33.33333333333333,52.900000000000006,Medium,1.05,False,False,False,False,21.42857142857143,34.142857142857146,70.88888888888889,33.33333333333333,26.53846153846154,36.8,Low Priority,Moderate performance with room for growth,False,False,False
creator_091,Germany,German,Lifestyle,5891,15673,0.098,0.2114,23,2,0.871,0.0337,0,2.6604990663724326,266.0499066372433,9.8,Very High,21.14,High Growth,76.66666666666667,100.0,86.0,16.666666666666664,87.1,Very High,3.37,False,True,True,True,62.85714285714287,88.97142857142858,86.0,16.666666666666664,63.33333333333334,67.13,Growth Potential,High engagement and strong recent growth,False,True,False
creator_092,UK,English,Fashion,185294,79533,0.0748,0.088,21,7,0.7008,0.0091,6,0.4292259868101503,42.92259868101503,7.48,High,8.799999999999999,Growing,70.0,86.66666666666667,76.66666666666667,58.333333333333336,70.08,High,0.91,False,True,False,True,46.2857142857143,53.714285714285715,76.66666666666667,58.333333333333336,36.653846153846146,55.06,Developing,Consistent activity with moderate growth,False,False,False
creator_093,France,French,Technology,22531,74938,0.0984,0.1138,28,2,0.5966,0.0264,0,3.3259952953708223,332.5995295370822,9.84,Very High,11.38,High Growth,93.33333333333331,100.0,96.0,16.666666666666664,59.66,Medium,2.64,False,True,True,True,63.14285714285715,61.08571428571429,96.0,16.666666666666664,41.06410256410256,60.02,Growth Potential,High engagement and strong recent growth,False,True,False
creator_094,Netherlands,Dutch,Food,216060,925827,0.0359,0.0435,11,6,0.6246,0.0047,1,4.285045820605387,428.5045820605387,3.5900000000000003,Medium,4.35,Growing,36.666666666666664,97.77777777777776,61.111111111111114,50.0,62.46000000000001,Medium,0.47,False,False,False,True,18.500000000000004,41.00000000000001,61.111111111111114,50.0,28.94871794871795,38.42,Low Priority,Consistent activity with moderate growth,False,False,False
creator_095,Germany,German,Beauty,8193,20024,0.1421,0.0598,22,2,0.8383,0.062,4,2.4440375930672524,244.40375930672525,14.21,Very High,5.9799999999999995,Growing,73.33333333333333,91.11111111111111,80.44444444444444,16.666666666666664,83.83,High,6.2,False,True,False,True,94.35714285714286,45.65714285714286,80.44444444444444,16.666666666666664,79.37820512820514,66.25,Growth Potential,Consistent activity with moderate growth,False,True,False
creator_096,Spain,Spanish,Fitness,90841,196897,0.0779,0.1428,23,7,0.6608,0.0391,7,2.16749045034731,216.749045034731,7.79,High,14.28,High Growth,76.66666666666667,84.44444444444444,79.77777777777777,58.333333333333336,66.08000000000001,Medium,3.91,False,True,True,True,48.50000000000001,69.37142857142858,79.77777777777777,58.333333333333336,53.320512820512825,61.93,Growth Potential,High engagement and strong recent growth,False,True,False
creator_097,UK,English,Technology,12536,59867,0.1181,0.2451,19,0,0.7212,0.0233,0,4.775606253988513,477.5606253988512,11.81,Very High,24.51,High Growth,63.33333333333333,100.0,78.0,0.0,72.11999999999999,High,2.33,False,True,True,True,77.21428571428572,98.60000000000001,78.0,0.0,47.064102564102555,68.12,Growth Potential,High engagement and strong recent growth,False,True,False
creator_098,Spain,Spanish,Fashion,89109,82551,0.1212,0.2439,11,8,0.7304,0.0232,3,0.9264047402619264,92.64047402619263,12.12,Very High,24.39,High Growth,36.666666666666664,93.33333333333331,59.33333333333333,66.66666666666666,73.04,High,2.32,False,True,True,True,79.42857142857143,98.25714285714285,59.33333333333333,66.66666666666666,47.58974358974359,75.02,Growth Potential,High engagement and strong recent growth,False,True,False
creator_099,Spain,Spanish,Fashion,222158,591131,0.0231,-0.0052,18,2,0.4386,0.0246,4,2.6608584881030617,266.0858488103062,2.31,Low,-0.52,Declining,60.0,91.11111111111111,72.44444444444446,16.666666666666664,43.86,Low,2.46,False,False,False,True,9.357142857142858,27.08571428571429,72.44444444444446,16.666666666666664,29.78205128205128,29.55,Low Priority,Large audience but low engagement,False,False,False
creator_100,Spain,Spanish,Beauty,22275,24910,0.0712,0.2059,17,12,0.7568,0.0263,0,1.118294051627385,111.8294051627385,7.12,High,20.59,High Growth,56.666666666666664,100.0,74.0,100.0,75.68,High,2.63,False,True,True,True,43.714285714285715,87.4,74.0,100.0,51.269230769230774,69.89,Growth Potential,High engagement and strong recent growth,False,True,False
creator_101,France,French,Beauty,67422,209001,0.1059,0.116,28,4,0.7992,0.0294,0,3.0998932099314764,309.98932099314766,10.59,Very High,11.6,High Growth,93.33333333333331,100.0,96.0,33.33333333333333,79.92,High,2.94,False,True,True,True,68.5,61.71428571428572,96.0,33.33333333333333,55.974358974358964,65.78,Growth Potential,High engagement and strong recent growth,False,True,False
creator_102,Poland,Polish,Lifestyle,128073,242831,0.0704,-0.0069,15,7,0.6307,0.0293,7,1.8960358545517009,189.60358545517008,7.04,High,-0.69,Declining,50.0,84.44444444444444,63.77777777777778,58.333333333333336,63.07000000000001,Medium,2.93,False,True,False,True,43.14285714285715,26.6,63.77777777777778,58.333333333333336,45.10897435897436,45.61,Developing,Strong engagement but declining growth,False,False,False
creator_103,France,French,Lifestyle,82769,71698,0.0186,-0.0684,11,4,0.4742,0.0111,26,0.866242192125071,86.6242192125071,1.86,Low,-6.84,Declining,36.666666666666664,42.22222222222223,38.888888888888886,33.33333333333333,47.42,Low,1.11,True,False,False,False,6.142857142857142,9.02857142857143,38.888888888888886,33.33333333333333,23.41025641025641,19.22,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_104,France,French,Beauty,191967,258822,0.0413,0.0555,22,7,0.6981,0.0354,6,1.3482629827001515,134.82629827001514,4.130000000000001,Medium,5.55,Growing,73.33333333333333,86.66666666666667,78.66666666666666,58.333333333333336,69.81,Medium,3.54,False,False,False,True,22.35714285714286,44.42857142857143,78.66666666666666,58.333333333333336,53.33974358974359,47.63,Developing,Consistent activity with moderate growth,False,False,False
creator_105,UK,English,Fitness,13565,49132,0.1091,0.0509,21,2,0.836,0.0362,1,3.621968300774051,362.1968300774051,10.91,Very High,5.09,Growing,70.0,97.77777777777776,81.11111111111111,16.666666666666664,83.6,High,3.62,False,True,False,True,70.78571428571429,43.114285714285714,81.11111111111111,16.666666666666664,62.69230769230769,57.01,Developing,Consistent activity with moderate growth,False,False,False
creator_106,France,French,Beauty,17219,50125,0.1046,0.1964,21,5,0.8336,0.0531,5,2.9110285150124864,291.10285150124867,10.46,Very High,19.64,High Growth,70.0,88.88888888888889,77.55555555555556,41.66666666666667,83.36,High,5.3100000000000005,False,True,True,True,67.57142857142858,84.68571428571428,77.55555555555556,41.66666666666667,73.37179487179486,70.54,Growth Potential,High engagement and strong recent growth,False,True,False
creator_107,Germany,German,Fitness,31972,25608,0.0683,-0.031,6,0,0.489,0.008,28,0.8009508319779808,80.09508319779808,6.83,High,-3.1,Declining,20.0,37.77777777777778,27.11111111111111,0.0,48.9,Low,0.8,True,True,False,False,41.642857142857146,19.71428571428572,27.11111111111111,0.0,22.37179487179487,25.08,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_108,Poland,Polish,Food,12544,41841,0.088,0.0913,15,3,0.9134,0.0782,6,3.3355389030612246,333.55389030612247,8.799999999999999,High,9.13,Growing,50.0,86.66666666666667,64.66666666666667,25.0,91.34,Very High,7.82,False,True,False,True,55.714285714285715,54.65714285714287,64.66666666666667,25.0,94.5769230769231,56.52,Developing,Consistent activity with moderate growth,False,False,False
creator_109,Italy,Italian,Food,180446,205194,0.0806,0.0167,10,3,0.7662,0.0165,5,1.1371490639859017,113.71490639859016,8.06,High,1.67,Stable,33.33333333333333,88.88888888888889,55.55555555555556,25.0,76.62,High,1.65,False,True,False,True,50.428571428571445,33.34285714285715,55.55555555555556,25.0,45.58974358974359,42.88,Developing,Consistent activity with moderate growth,False,False,False
creator_110,UK,English,Technology,57531,126397,0.0756,0.1956,10,4,0.8962,0.029,6,2.1970242130329733,219.70242130329737,7.56,High,19.56,High Growth,33.33333333333333,86.66666666666667,54.66666666666667,33.33333333333333,89.62,Very High,2.9000000000000004,False,True,True,True,46.85714285714286,84.45714285714286,54.66666666666667,33.33333333333333,61.93589743589743,57.3,Developing,High engagement and strong recent growth,False,False,False
creator_111,UK,English,Lifestyle,397582,631523,0.0338,0.0683,6,4,0.6772,0.0031,2,1.5884094350347853,158.8409435034785,3.38,Medium,6.83,Growing,20.0,95.55555555555556,50.22222222222222,33.33333333333333,67.72,Medium,0.31,False,False,False,False,17.0,48.085714285714296,50.22222222222222,33.33333333333333,31.294871794871796,35.3,Low Priority,Moderate performance with room for growth,False,False,False
creator_112,Italy,Italian,Fitness,14071,45164,0.0991,0.1961,11,2,0.7349,0.0298,5,3.2097221235164524,320.9722123516452,9.91,Very High,19.61,High Growth,36.666666666666664,88.88888888888889,57.55555555555556,16.666666666666664,73.49,High,2.98,False,True,True,True,63.642857142857146,84.60000000000001,57.55555555555556,16.666666666666664,52.10897435897435,59.46,Developing,High engagement and strong recent growth,False,False,False
creator_113,France,French,Fashion,307231,509324,0.0494,-0.0145,7,6,0.7727,0.0196,8,1.657788439317647,165.7788439317647,4.9399999999999995,Medium,-1.4500000000000002,Declining,23.333333333333332,82.22222222222221,46.888888888888886,50.0,77.27000000000001,High,1.96,False,False,False,False,28.142857142857142,24.428571428571434,46.888888888888886,50.0,47.99358974358974,36.23,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_114,UK,English,Fitness,6257,5738,0.089,0.1472,15,4,0.7903,0.0568,2,0.9170529007511588,91.70529007511588,8.9,High,14.72,High Growth,50.0,95.55555555555556,68.22222222222223,33.33333333333333,79.03,High,5.680000000000001,False,True,True,True,56.42857142857144,70.62857142857143,68.22222222222223,33.33333333333333,72.96794871794873,60.53,Growth Potential,High engagement and strong recent growth,False,True,False
creator_115,Poland,Polish,Beauty,65260,108031,0.1437,0.221,28,9,0.8392,0.0611,6,1.655393809377873,165.5393809377873,14.37,Very High,22.1,High Growth,93.33333333333331,86.66666666666667,90.66666666666666,75.0,83.91999999999999,High,6.11,False,True,True,True,95.5,91.71428571428572,90.66666666666666,75.0,78.85897435897436,88.85,High Potential,High engagement and strong recent growth,True,False,False
creator_116,Germany,German,Fashion,210561,97677,0.0953,-0.0402,2,1,0.2485,0.0214,28,0.4638893242338325,46.38893242338325,9.53,Very High,-4.02,Declining,6.666666666666667,37.77777777777778,19.11111111111111,8.333333333333332,24.85,Low,2.1399999999999997,True,True,False,False,60.92857142857143,17.08571428571429,19.11111111111111,8.333333333333332,15.544871794871794,29.18,Low Priority,Currently inactive despite strong engagement,False,False,False
creator_117,Germany,German,Lifestyle,102754,379115,0.0972,0.1099,15,4,0.8185,0.0224,3,3.689540066566752,368.9540066566752,9.72,Very High,10.99,High Growth,50.0,93.33333333333331,67.33333333333334,33.33333333333333,81.85,High,2.24,False,True,True,True,62.28571428571429,59.971428571428575,67.33333333333334,33.33333333333333,52.72435897435898,57.42,Developing,High engagement and strong recent growth,False,False,False
creator_118,Germany,German,Technology,46716,26078,0.048,0.0046,11,2,0.7211,0.0318,10,0.5582241630276564,55.822416302765646,4.8,Medium,0.4599999999999999,Stable,36.666666666666664,77.77777777777779,53.111111111111114,16.666666666666664,72.11,High,3.18,False,False,False,False,27.142857142857146,29.885714285714286,53.111111111111114,16.666666666666664,52.50641025641025,33.99,Low Priority,Moderate performance with room for growth,False,False,False
creator_119,Netherlands,Dutch,Fitness,155779,345037,0.0768,0.0349,22,5,0.7393,0.0395,5,2.214913435058641,221.49134350586408,7.68,High,3.49,Growing,73.33333333333333,88.88888888888889,79.55555555555554,41.66666666666667,73.92999999999999,High,3.95,False,True,False,True,47.71428571428572,38.54285714285715,79.55555555555554,41.66666666666667,58.60897435897435,51.97,Developing,Consistent activity with moderate growth,False,False,False
creator_120,Italy,Italian,Beauty,66462,147794,0.1054,0.1036,18,12,0.6685,0.048,4,2.2237368721976467,222.37368721976463,10.54,Very High,10.36,High Growth,60.0,91.11111111111111,72.44444444444446,100.0,66.85,Medium,4.8,False,True,True,True,68.14285714285715,58.17142857142857,72.44444444444446,100.0,59.519230769230774,70.43,Growth Potential,High engagement and strong recent growth,False,True,False
creator_121,UK,English,Lifestyle,3014,9159,0.1251,0.245,10,4,0.8055,0.0369,4,3.0388188453881884,303.88188453881884,12.509999999999998,Very High,24.5,High Growth,33.33333333333333,91.11111111111111,56.44444444444444,33.33333333333333,80.55,High,3.69,False,True,True,True,82.21428571428572,98.57142857142857,56.44444444444444,33.33333333333333,61.18589743589743,71.71,Growth Potential,High engagement and strong recent growth,False,True,False
creator_122,Spain,Spanish,Fitness,103691,153070,0.0327,-0.0453,3,0,0.4253,0.0247,17,1.476212978947064,147.6212978947064,3.27,Medium,-4.53,Declining,10.0,62.22222222222222,30.88888888888889,0.0,42.53,Low,2.47,True,False,False,False,16.214285714285715,15.62857142857143,30.88888888888889,0.0,28.993589743589745,17.85,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_123,UK,English,Beauty,72944,88522,0.0739,0.0891,16,5,0.7244,0.0184,4,1.2135610879578855,121.35610879578856,7.39,High,8.91,Growing,53.333333333333336,91.11111111111111,68.44444444444446,41.66666666666667,72.44,High,1.84,False,True,False,True,45.642857142857146,54.028571428571425,68.44444444444446,41.66666666666667,44.128205128205124,51.55,Developing,Consistent activity with moderate growth,False,False,False
creator_124,Spain,Spanish,Beauty,173383,379412,0.0706,-0.0034,9,5,0.7553,0.0157,11,2.1882883558365007,218.8288355836501,7.06,High,-0.3399999999999999,Declining,30.0,75.55555555555556,48.22222222222223,41.66666666666667,75.53,High,1.5699999999999998,False,True,False,False,43.28571428571429,27.6,48.22222222222223,41.66666666666667,44.378205128205124,40.22,Developing,Strong engagement but declining growth,False,False,False
creator_125,Netherlands,Dutch,Fashion,95388,116670,0.0395,0.0564,22,3,0.5896,0.0283,10,1.223109825135237,122.3109825135237,3.95,Medium,5.64,Growing,73.33333333333333,77.77777777777779,75.11111111111111,25.0,58.96,Medium,2.83,False,False,False,False,21.071428571428573,44.68571428571429,75.11111111111111,25.0,41.83333333333333,40.45,Developing,Moderate performance with room for growth,False,False,False
creator_126,Italy,Italian,Lifestyle,147018,134789,0.0439,0.0029,0,2,0.5866,0.0238,42,0.9168197091512604,91.68197091512604,4.390000000000001,Medium,0.29,Stable,0.0,6.666666666666665,2.666666666666666,16.666666666666664,58.66,Medium,2.3800000000000003,True,False,False,False,24.214285714285715,29.400000000000006,2.666666666666666,16.666666666666664,38.756410256410255,21.52,Low Priority,Moderate performance with room for growth,False,False,False
creator_127,UK,English,Food,102851,257122,0.036,0.0209,11,3,0.8765,0.0225,3,2.4999465245841073,249.9946524584107,3.5999999999999996,Medium,2.09,Stable,36.666666666666664,93.33333333333331,59.33333333333333,25.0,87.64999999999999,Very High,2.25,False,False,False,True,18.57142857142857,34.542857142857144,59.33333333333333,25.0,56.50641025641025,35.47,Low Priority,Consistent activity with moderate growth,False,False,False
creator_128,UK,English,Beauty,366175,375035,0.0408,0.0635,18,10,0.3189,0.0097,19,1.0241960811087594,102.41960811087594,4.08,Medium,6.35,Growing,60.0,57.77777777777777,59.111111111111114,83.33333333333334,31.89,Low,0.97,True,False,False,False,22.000000000000004,46.71428571428572,59.111111111111114,83.33333333333334,12.557692307692308,43.86,Developing,Moderate performance with room for growth,False,False,False
creator_129,Germany,German,Technology,106069,413631,0.12,0.2296,24,3,0.7856,0.059,3,3.899640799856697,389.9640799856697,12.0,Very High,22.96,High Growth,80.0,93.33333333333331,85.33333333333334,25.0,78.56,High,5.8999999999999995,False,True,True,True,78.57142857142858,94.17142857142858,85.33333333333334,25.0,74.07692307692307,75.34,Growth Potential,High engagement and strong recent growth,False,True,False
creator_130,Italy,Italian,Fitness,69342,126510,0.0644,0.0209,20,7,0.6611,0.0344,5,1.8244354071125728,182.44354071125727,6.4399999999999995,High,2.09,Stable,66.66666666666666,88.88888888888889,75.55555555555554,58.333333333333336,66.11,Medium,3.44,False,True,False,True,38.857142857142854,34.542857142857144,75.55555555555554,58.333333333333336,50.32692307692307,49.19,Developing,Consistent activity with moderate growth,False,False,False
creator_131,France,French,Lifestyle,13013,10795,0.1152,0.1221,13,1,0.8945,0.0197,2,0.829555060324291,82.9555060324291,11.52,Very High,12.21,High Growth,43.333333333333336,95.55555555555556,64.22222222222223,8.333333333333332,89.45,Very High,1.97,False,True,True,True,75.14285714285715,63.45714285714287,64.22222222222223,8.333333333333332,55.865384615384606,58.09,Developing,High engagement and strong recent growth,False,False,False
creator_132,France,French,Beauty,23811,29724,0.1392,0.2173,17,0,0.8781,0.0291,4,1.2483306035025827,124.83306035025828,13.919999999999998,Very High,21.73,High Growth,56.666666666666664,91.11111111111111,70.44444444444446,0.0,87.81,Very High,2.91,False,True,True,True,92.28571428571428,90.65714285714287,70.44444444444446,0.0,60.83974358974359,70.52,Growth Potential,High engagement and strong recent growth,False,True,False
creator_133,France,French,Fashion,214593,89454,0.0506,-0.0546,0,1,0.2293,0.0135,28,0.4168542310326991,41.68542310326991,5.06,Medium,-5.46,Declining,0.0,37.77777777777778,15.111111111111112,8.333333333333332,22.93,Low,1.35,True,False,False,False,29.000000000000004,12.971428571428573,15.111111111111112,8.333333333333332,9.25,17.14,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_134,UK,English,Lifestyle,151948,499040,0.0436,0.045,16,4,0.3688,0.0086,15,3.284281464711612,328.4281464711612,4.36,Medium,4.5,Growing,53.333333333333336,66.66666666666667,58.66666666666667,33.33333333333333,36.88,Low,0.86,True,False,False,False,24.000000000000004,41.42857142857144,58.66666666666667,33.33333333333333,15.051282051282051,35.8,Low Priority,Moderate performance with room for growth,False,False,False
creator_135,UK,English,Fitness,169309,284210,0.0353,-0.0021,12,2,0.8257,0.0247,11,1.6786467346685645,167.86467346685646,3.53,Medium,-0.21,Declining,40.0,75.55555555555556,54.22222222222223,16.666666666666664,82.57,High,2.47,False,False,False,False,18.071428571428573,27.971428571428575,54.22222222222223,16.666666666666664,54.6602564102564,31.22,Low Priority,Declining growth requires closer monitoring,False,False,False
creator_136,France,French,Fashion,86944,143731,0.0417,0.0138,18,7,0.7303,0.0081,7,1.6531445528156057,165.31445528156056,4.17,Medium,1.38,Stable,60.0,84.44444444444444,69.77777777777777,58.333333333333336,73.03,High,0.8099999999999999,False,False,False,True,22.642857142857146,32.51428571428572,69.77777777777777,58.333333333333336,37.90384615384615,41.42,Developing,Consistent activity with moderate growth,False,False,False
creator_137,UK,English,Fashion,24045,85122,0.0901,0.1244,27,2,0.6534,0.0392,5,3.5401122894572676,354.01122894572677,9.01,Very High,12.44,High Growth,90.0,88.88888888888889,89.55555555555556,16.666666666666664,65.34,Medium,3.92,False,True,True,True,57.21428571428573,64.11428571428571,89.55555555555556,16.666666666666664,52.91025641025641,58.89,Developing,High engagement and strong recent growth,False,False,False
creator_138,France,French,Food,18328,42196,0.1155,0.2474,25,0,0.7179,0.0429,5,2.3022697512003494,230.22697512003495,11.55,Very High,24.74,High Growth,83.33333333333334,88.88888888888889,85.55555555555557,0.0,71.78999999999999,High,4.29,False,True,True,True,75.35714285714286,99.25714285714288,85.55555555555557,0.0,59.41666666666667,70.47,Growth Potential,High engagement and strong recent growth,False,True,False
