creator_id,market,language,category,creator_growth_score,score_band,primary_segment,segment_reason,secondary_opportunity,is_high_growth_priority,is_growth_opportunity,needs_reactivation,is_high_engagement,is_high_growth,is_consistently_active,activity_score,campaign_participation_score,response_rate_pct,conversion_rate_pct,last_active_days
creator_140,Germany,German,Technology,79.38,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,100.0,25.0,82.16,6.68,0
creator_141,Netherlands,Dutch,Fashion,82.14,High Potential,High Potential,High-priority creator with strong engagement and growth momentum.,Community Nurturing,True,False,False,True,True,True,73.77777777777777,58.333333333333336,82.01,7.93,7
creator_142,Spain,Spanish,Lifestyle,34.39,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,37.55555555555556,58.333333333333336,51.849999999999994,1.12,14
creator_143,Germany,German,Fitness,28.04,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,23.555555555555557,8.333333333333332,64.05999999999999,1.87,23
creator_144,Belgium,French,Lifestyle,29.88,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,51.55555555555556,50.0,52.3,1.85,5
creator_145,Germany,German,Lifestyle,67.97,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Campaign Activation,False,True,False,True,False,True,60.222222222222214,33.33333333333333,87.15,4.14,2
creator_146,UK,English,Fitness,38.87,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,76.0,25.0,61.3,3.83,0
creator_147,Italy,Italian,Lifestyle,27.48,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,19.11111111111111,8.333333333333332,41.89,1.69,28
creator_148,UK,English,Food,36.11,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,55.111111111111114,50.0,65.2,0.69,19
creator_149,Netherlands,Dutch,Beauty,76.0,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,94.66666666666669,25.0,97.88,6.67,6
creator_150,Italy,Italian,Food,41.93,Developing,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,58.222222222222214,50.0,76.92999999999999,2.98,2
creator_151,France,French,Fashion,65.17,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,58.222222222222214,66.66666666666666,83.28,3.9,2
creator_152,UK,English,Technology,29.65,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,58.222222222222214,25.0,36.27,0.93,2
creator_153,Italy,Italian,Food,68.68,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,58.66666666666667,25.0,76.62,7.08,6
creator_154,UK,English,Lifestyle,73.92,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,88.44444444444446,58.333333333333336,92.92,3.1300000000000003,4
creator_155,Germany,German,Food,38.74,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,52.0,16.666666666666664,74.64,3.05,9
creator_156,Netherlands,Dutch,Beauty,68.43,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,90.66666666666666,58.333333333333336,86.49,6.49,6
creator_157,UK,English,Food,24.12,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,40.888888888888886,25.0,34.870000000000005,0.4,8
creator_158,Germany,German,Lifestyle,67.93,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,73.33333333333334,41.66666666666667,97.49,3.42,3
creator_159,Germany,German,Lifestyle,35.81,Low Priority,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,56.66666666666667,16.666666666666664,49.36,1.59,6
creator_160,Germany,German,Fashion,16.94,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,9.111111111111114,0.0,61.970000000000006,1.35,37
creator_161,Poland,Polish,Beauty,69.08,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,65.33333333333333,33.33333333333333,70.17,1.35,3
creator_162,Poland,Polish,Lifestyle,33.12,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,55.55555555555556,25.0,77.74,3.2,5
creator_163,UK,English,Lifestyle,44.35,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,62.0,58.333333333333336,69.74000000000001,3.4099999999999997,9
creator_164,UK,English,Fitness,21.75,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,9.111111111111114,0.0,30.95,1.37,37
creator_165,UK,English,Fitness,42.18,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,70.22222222222223,16.666666666666664,59.760000000000005,2.68,2
creator_166,Italy,Italian,Food,26.66,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,40.0,33.33333333333333,34.99,2.48,18
creator_167,UK,English,Lifestyle,75.16,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,88.66666666666667,25.0,66.42,5.59,6
creator_168,UK,English,Fitness,71.98,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,83.11111111111111,41.66666666666667,92.11,3.0700000000000003,1
creator_169,France,French,Fitness,66.25,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,94.0,25.0,92.53,6.15,0
creator_170,France,French,Technology,41.57,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,55.55555555555556,33.33333333333333,86.05000000000001,1.76,5
creator_171,Poland,Polish,Technology,39.75,Low Priority,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,58.44444444444444,25.0,70.11,1.36,4
creator_172,Italy,Italian,Fitness,49.96,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,76.0,58.333333333333336,77.47,1.58,9
creator_173,Germany,German,Lifestyle,23.47,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,5.555555555555557,16.666666666666664,24.35,2.33,41
creator_174,France,French,Food,35.06,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,45.77777777777778,25.0,60.78,1.55,7
creator_175,Poland,Polish,Fashion,25.09,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,46.888888888888886,25.0,64.05999999999999,0.52,17
creator_176,UK,English,Fitness,42.08,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,53.33333333333334,25.0,57.84,0.8,12
creator_177,France,French,Technology,52.65,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,78.66666666666666,58.333333333333336,52.91,3.73,6
creator_178,UK,English,Lifestyle,34.71,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,50.888888888888886,25.0,57.809999999999995,3.96,8
creator_179,Poland,Polish,Food,69.52,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,78.22222222222221,41.66666666666667,89.13,5.71,2
creator_180,Germany,German,Technology,39.03,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,66.22222222222221,66.66666666666666,71.35000000000001,1.39,2
creator_181,UK,English,Fitness,22.96,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,14.444444444444445,0.0,44.57,0.8099999999999999,31
creator_182,Spain,Spanish,Technology,66.71,Growth Potential,Growth Opportunity,Good overall potential with room to strengthen operational signals.,Community Nurturing,False,True,False,True,False,True,62.44444444444445,83.33333333333334,75.12,4.14,4
creator_183,Italy,Italian,Lifestyle,18.93,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,13.555555555555555,0.0,45.02,2.47,32
creator_184,France,French,Food,78.24,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,95.33333333333334,33.33333333333333,92.54,1.5699999999999998,3
creator_185,Germany,German,Beauty,30.78,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,27.555555555555557,33.33333333333333,46.83,0.66,23
creator_186,Italy,Italian,Fitness,43.29,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,48.0,33.33333333333333,50.94,2.01,9
creator_187,France,French,Technology,25.24,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,48.0,8.333333333333332,48.92,0.33,18
creator_188,France,French,Beauty,61.36,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,61.77777777777777,75.0,77.36,7.290000000000001,7
creator_189,Poland,Polish,Technology,60.04,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Campaign Activation,False,True,False,True,False,True,74.44444444444444,0.0,62.67,4.760000000000001,4
creator_190,Belgium,French,Beauty,26.14,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,35.333333333333336,33.33333333333333,38.96,0.84,21
creator_191,Germany,German,Technology,20.87,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,23.333333333333336,16.666666666666664,62.129999999999995,2.23,21
creator_192,UK,English,Fitness,47.36,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,54.888888888888886,50.0,46.989999999999995,2.09,8
creator_193,Poland,Polish,Food,77.08,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,91.55555555555554,66.66666666666666,84.06,6.52,5
creator_194,Poland,Polish,Food,18.99,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,7.555555555555557,16.666666666666664,68.38,2.3,41
creator_195,France,French,Lifestyle,78.88,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,78.22222222222221,75.0,78.47,3.45,2
creator_196,France,French,Lifestyle,35.57,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,48.22222222222223,25.0,68.39,1.76,11
creator_197,Germany,German,Beauty,57.85,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,64.44444444444444,0.0,66.53999999999999,5.72,4
creator_198,UK,English,Food,19.02,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,40.44444444444444,16.666666666666664,67.85,0.24,13
creator_199,UK,English,Fitness,15.58,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,0.0,8.333333333333332,70.33,1.47,45
creator_200,France,French,Lifestyle,41.2,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,59.33333333333334,8.333333333333332,81.13,3.06,12
creator_201,Netherlands,Dutch,Fitness,55.96,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,60.44444444444445,0.0,66.21000000000001,7.539999999999999,4
creator_202,Germany,German,Fashion,33.03,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,46.22222222222223,58.333333333333336,42.870000000000005,2.09,20
creator_203,France,French,Lifestyle,40.97,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,52.888888888888886,41.66666666666667,89.56,3.85,8
creator_204,Poland,Polish,Technology,23.04,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,20.0,0.0,23.74,0.5499999999999999,27
creator_205,Germany,German,Technology,43.99,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,56.0,8.333333333333332,68.95,2.0,0
creator_206,Germany,German,Beauty,28.98,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,15.111111111111112,0.0,70.49,1.41,28
creator_207,France,French,Lifestyle,25.26,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,41.77777777777778,33.33333333333333,32.16,2.15,16
creator_208,Poland,Polish,Technology,36.67,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,70.22222222222223,33.33333333333333,47.53,0.63,2
creator_209,Poland,Polish,Lifestyle,56.38,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,74.22222222222221,41.66666666666667,86.36,1.38,11
creator_210,France,French,Beauty,82.8,High Potential,High Potential,High-priority creator with strong engagement and growth momentum.,Campaign Activation,True,False,False,True,True,True,96.0,25.0,70.92,7.03,0
creator_211,France,French,Technology,45.74,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,65.11111111111111,16.666666666666664,70.5,3.49,10
creator_212,Germany,German,Fashion,40.81,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,65.11111111111111,8.333333333333332,49.4,1.39,1
creator_213,Spain,Spanish,Fitness,17.59,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,12.66666666666667,8.333333333333332,32.550000000000004,1.47,33
creator_214,Italy,Italian,Beauty,31.19,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,47.33333333333334,8.333333333333332,57.06,1.89,12
creator_215,Spain,Spanish,Beauty,25.84,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,46.44444444444444,50.0,35.11,0.4,13
creator_216,France,French,Beauty,57.03,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,91.33333333333334,16.666666666666664,92.14,1.09,3
creator_217,UK,English,Fashion,18.14,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,38.0,16.666666666666664,35.06,1.58,9
creator_218,Germany,German,Beauty,36.79,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,65.33333333333333,75.0,59.69,0.65,3
creator_219,UK,English,Food,68.63,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,72.44444444444446,25.0,90.07,7.02,4
creator_220,Germany,German,Fashion,21.27,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,7.333333333333332,8.333333333333332,60.419999999999995,1.66,39
creator_221,Germany,German,Fitness,38.78,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,66.0,83.33333333333334,39.0,1.97,0
creator_222,France,French,Fitness,52.49,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,80.22222222222223,58.333333333333336,80.78,2.8899999999999997,2
creator_223,Germany,German,Technology,44.16,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,64.22222222222223,33.33333333333333,71.2,2.42,11
creator_224,UK,English,Technology,27.17,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,11.555555555555555,0.0,62.29,1.71,32
creator_225,Italy,Italian,Technology,50.69,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,62.44444444444445,58.333333333333336,64.37,0.64,4
creator_226,Spain,Spanish,Technology,44.79,Developing,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,68.22222222222223,58.333333333333336,75.58,2.9499999999999997,2
creator_227,UK,English,Fitness,68.3,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,65.33333333333333,66.66666666666666,75.29,4.46,3
creator_228,Germany,German,Technology,54.04,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,61.111111111111114,33.33333333333333,65.75,3.73,1
creator_229,UK,English,Fashion,12.75,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,14.66666666666667,8.333333333333332,72.72,0.73,33
creator_230,UK,English,Fitness,49.62,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,67.33333333333334,41.66666666666667,64.33,0.62,3
creator_231,Spain,Spanish,Beauty,23.67,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,27.11111111111111,16.666666666666664,29.85,0.52,28
creator_232,France,French,Food,44.0,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,57.111111111111114,25.0,83.05,2.7,10
creator_233,Germany,German,Beauty,30.74,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,56.888888888888886,8.333333333333332,53.239999999999995,2.96,8
creator_234,Italy,Italian,Fitness,50.23,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,82.22222222222221,50.0,86.88,1.1900000000000002,2
creator_235,UK,English,Fitness,28.83,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,32.888888888888886,75.0,36.83,2.07,17
creator_236,France,French,Fitness,45.93,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,54.44444444444445,41.66666666666667,46.39,3.19,4
creator_237,UK,English,Fitness,41.0,Developing,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,48.888888888888886,83.33333333333334,35.66,0.4599999999999999,17
creator_238,Germany,German,Beauty,24.69,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,25.333333333333336,8.333333333333332,34.89,3.0,21
creator_239,Poland,Polish,Beauty,76.15,Growth Potential,Growth Opportunity,Good overall potential with room to strengthen operational signals.,Community Nurturing,False,True,False,True,False,True,90.66666666666666,66.66666666666666,93.41,5.47,6
creator_240,UK,English,Fashion,41.12,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,58.0,83.33333333333334,38.42,2.45,9
creator_241,Germany,German,Technology,22.43,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,44.22222222222222,0.0,69.62,2.63,11
creator_242,UK,English,Lifestyle,74.64,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,78.66666666666666,83.33333333333334,69.69,5.609999999999999,6
creator_243,UK,English,Beauty,43.04,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,True,False,False,76.0,25.0,65.46,2.26,9
creator_244,Spain,Spanish,Technology,45.85,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,76.66666666666667,8.333333333333332,80.81,1.95,6
creator_245,France,French,Lifestyle,41.7,Developing,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,73.11111111111111,75.0,69.42,2.26,1
creator_246,Italy,Italian,Beauty,23.31,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,30.22222222222222,0.0,69.59,1.4,29
creator_247,Poland,Polish,Lifestyle,30.2,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,51.77777777777778,33.33333333333333,32.59,1.64,7
creator_248,UK,English,Fashion,70.45,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,91.11111111111111,83.33333333333334,65.31,6.02,1
creator_249,France,French,Beauty,66.28,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,64.22222222222223,33.33333333333333,75.33999999999999,7.23,2
creator_250,Spain,Spanish,Technology,17.67,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,36.0,8.333333333333332,42.0,2.22,27
creator_251,Netherlands,Dutch,Fitness,34.11,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,74.66666666666666,8.333333333333332,71.53,1.91,6
creator_252,UK,English,Beauty,37.99,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,58.0,50.0,68.95,1.79,9
creator_253,Italy,Italian,Fitness,37.22,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,58.66666666666667,41.66666666666667,54.74,0.4599999999999999,15
creator_254,UK,English,Beauty,27.41,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,40.44444444444444,25.0,38.27,2.11,22
creator_255,Spain,Spanish,Beauty,57.95,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,56.66666666666667,75.0,81.72,5.59,6
creator_256,Germany,German,Food,38.32,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,56.22222222222222,41.66666666666667,86.44,3.91,2
creator_257,Germany,German,Technology,47.28,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,65.33333333333333,50.0,87.9,1.41,3
creator_258,France,French,Food,57.2,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,True,True,66.0,0.0,55.54,1.96,0
creator_259,Netherlands,Dutch,Technology,58.1,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,72.0,41.66666666666667,93.12,6.4,0
creator_260,France,French,Lifestyle,73.08,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,80.66666666666667,25.0,76.96,1.39,6
creator_261,Germany,German,Beauty,40.73,Developing,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,70.0,83.33333333333334,30.130000000000003,2.17,0
creator_262,France,French,Fashion,82.31,High Potential,High Potential,High-priority creator with strong engagement and growth momentum.,Campaign Activation,True,False,False,True,True,True,88.22222222222223,41.66666666666667,86.85000000000001,3.94,2
creator_263,Netherlands,Dutch,Beauty,32.42,Low Priority,Consistent Active,Consistent recent activity supports ongoing community engagement.,Campaign Activation,False,False,False,False,False,True,75.11111111111111,16.666666666666664,38.97,2.0500000000000003,1
creator_264,UK,English,Lifestyle,57.07,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,True,True,54.22222222222222,16.666666666666664,63.629999999999995,4.95,2
creator_265,Germany,German,Fitness,63.55,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,69.11111111111111,8.333333333333332,55.27,3.87,1
creator_266,Italy,Italian,Beauty,43.16,Developing,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,74.88888888888889,50.0,77.72,0.95,8
creator_267,Germany,German,Fashion,12.86,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,8.88888888888889,16.666666666666664,42.72,2.26,35
creator_268,UK,English,Fashion,69.11,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Campaign Activation,False,True,False,True,False,True,93.33333333333331,25.0,79.35,7.77,3
creator_269,Poland,Polish,Fitness,26.5,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,19.77777777777778,8.333333333333332,32.85,2.37,25
creator_270,France,French,Fashion,71.66,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,90.44444444444446,66.66666666666666,96.83,2.85,4
creator_271,Poland,Polish,Technology,74.05,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,61.111111111111114,50.0,92.59,3.63,1
creator_272,Netherlands,Dutch,Beauty,63.35,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,62.44444444444445,0.0,95.94,6.98,4
creator_273,Germany,German,Fashion,56.97,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,True,True,65.55555555555556,8.333333333333332,63.52,3.8,5
creator_274,Italy,Italian,Lifestyle,38.09,Low Priority,Other / Developing,"Limited current signals; monitor engagement, growth, and activity changes.",Monitor,False,False,False,False,False,False,73.33333333333333,50.0,64.95,1.04,12
creator_275,UK,English,Fashion,64.74,Growth Potential,Growth Opportunity,Growth signals are strong; campaign participation can be developed.,Growth Support,False,True,False,True,True,True,84.22222222222223,0.0,71.46000000000001,3.99,2
creator_276,UK,English,Fashion,37.37,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,False,False,False,54.66666666666667,50.0,54.94,2.23,15
creator_277,Germany,German,Fashion,88.3,High Potential,High Potential,High-priority creator with strong engagement and growth momentum.,Community Nurturing,True,False,False,True,True,True,95.55555555555556,91.66666666666666,91.23,7.93,5
creator_278,Spain,Spanish,Food,50.53,Developing,Consistent Active,Consistent activity and strong engagement support ongoing community work.,Campaign Activation,False,False,False,True,False,True,50.66666666666667,16.666666666666664,80.67999999999999,1.21,6
creator_279,UK,English,Food,26.54,Low Priority,Other / Developing,Limited current signals and recent inactivity call for monitoring.,Monitor,False,False,False,True,False,False,6.222222222222222,0.0,33.629999999999995,0.75,38
creator_280,Netherlands,Dutch,Fashion,77.65,Growth Potential,Growth Opportunity,High recent growth indicates a clear opportunity for support.,Growth Support,False,True,False,True,True,True,77.55555555555556,41.66666666666667,70.81,5.35,5
